merchant_id,legal_name,dba_name,mcc,mcc_description,country,city,state,timezone,channel,website,phone,acquirer_id,acquirer_name,card_acceptor_id,is_marketplace,parent_merchant_id,onboarded_at,status
MER-00013,Greenbasket Market #41 LLC,Greenbasket Market #41,5411,"Grocery Stores, Supermarkets",US,Boston,MA,America/New_York,in_store,https://www.greenbasketmarket41.example,(888) 555-0132,ACQ-06,Summit Commerce Bank,898422885246536,false,,2019-05-01,active
MER-00014,Hearthside Grocers #35 LLC,Hearthside Grocers #35,5411,"Grocery Stores, Supermarkets",US,Boston,MA,America/New_York,in_store,https://www.hearthsidegrocers35.example,(888) 555-0132,ACQ-05,Atlantica Global Acquiring,682281966591862,false,,2019-05-01,active
MER-00015,Fieldstone Foods #6 LLC,Fieldstone Foods #6,5411,"Grocery Stores, Supermarkets",US,Boston,MA,America/New_York,in_store,https://www.fieldstonefoods6.example,(888) 555-0136,ACQ-04,Keystone Card Acquiring,357958609822579,false,,2019-05-01,active
MER-00016,Greenbasket Market #2 LLC,Greenbasket Market #2,5411,"Grocery Stores, Supermarkets",US,Brooklyn,NY,America/New_York,in_store,https://www.greenbasketmarket2.example,(888) 555-0127,ACQ-08,Ironbridge Processing,269647691750165,false,,2019-05-01,active
MER-00017,Hearthside Grocers #34 LLC,Hearthside Grocers #34,5411,"Grocery Stores, Supermarkets",US,Brooklyn,NY,America/New_York,in_store,https://www.hearthsidegrocers34.example,(888) 555-0165,ACQ-08,Ironbridge Processing,294365936855573,false,,2019-05-01,active
MER-00018,Fieldstone Foods #29 LLC,Fieldstone Foods #29,5411,"Grocery Stores, Supermarkets",US,Brooklyn,NY,America/New_York,in_store,https://www.fieldstonefoods29.example,(888) 555-0161,ACQ-04,Keystone Card Acquiring,673191713223553,false,,2019-05-01,active
MER-00019,Greenbasket Market #46 LLC,Greenbasket Market #46,5411,"Grocery Stores, Supermarkets",US,Jersey City,NJ,America/New_York,in_store,https://www.greenbasketmarket46.example,(888) 555-0107,ACQ-08,Ironbridge Processing,538826066680627,false,,2019-05-01,active
MER-00020,Hearthside Grocers #19 LLC,Hearthside Grocers #19,5411,"Grocery Stores, Supermarkets",US,Jersey City,NJ,America/New_York,in_store,https://www.hearthsidegrocers19.example,(888) 555-0119,ACQ-05,Atlantica Global Acquiring,605025301939314,false,,2019-05-01,active
MER-00021,Fieldstone Foods #7 LLC,Fieldstone Foods #7,5411,"Grocery Stores, Supermarkets",US,Jersey City,NJ,America/New_York,in_store,https://www.fieldstonefoods7.example,(888) 555-0158,ACQ-05,Atlantica Global Acquiring,834417407508999,false,,2019-05-01,active
MER-00022,Greenbasket Market #16 LLC,Greenbasket Market #16,5411,"Grocery Stores, Supermarkets",US,Chicago,IL,America/Chicago,in_store,https://www.greenbasketmarket16.example,(888) 555-0106,ACQ-06,Summit Commerce Bank,513550428417765,false,,2019-05-01,active
MER-00023,Hearthside Grocers #47 LLC,Hearthside Grocers #47,5411,"Grocery Stores, Supermarkets",US,Chicago,IL,America/Chicago,in_store,https://www.hearthsidegrocers47.example,(888) 555-0166,ACQ-05,Atlantica Global Acquiring,104835240505805,false,,2019-05-01,active
MER-00024,Fieldstone Foods #37 LLC,Fieldstone Foods #37,5411,"Grocery Stores, Supermarkets",US,Chicago,IL,America/Chicago,in_store,https://www.fieldstonefoods37.example,(888) 555-0197,ACQ-03,Tapr Payment Facilitation,900120958495405,false,,2019-05-01,active
MER-00025,Greenbasket Market #15 LLC,Greenbasket Market #15,5411,"Grocery Stores, Supermarkets",US,Austin,TX,America/Chicago,in_store,https://www.greenbasketmarket15.example,(888) 555-0135,ACQ-02,Pinecrest Payments,675096315119937,false,,2019-05-01,active
MER-00026,Hearthside Grocers #17 LLC,Hearthside Grocers #17,5411,"Grocery Stores, Supermarkets",US,Austin,TX,America/Chicago,in_store,https://www.hearthsidegrocers17.example,(888) 555-0113,ACQ-02,Pinecrest Payments,875098866735555,false,,2019-05-01,active
MER-00027,Fieldstone Foods #39 LLC,Fieldstone Foods #39,5411,"Grocery Stores, Supermarkets",US,Austin,TX,America/Chicago,in_store,https://www.fieldstonefoods39.example,(888) 555-0173,ACQ-06,Summit Commerce Bank,471932923212179,false,,2019-05-01,active
MER-00028,Greenbasket Market #22 LLC,Greenbasket Market #22,5411,"Grocery Stores, Supermarkets",US,Denver,CO,America/Denver,in_store,https://www.greenbasketmarket22.example,(888) 555-0114,ACQ-06,Summit Commerce Bank,140737045970159,false,,2019-05-01,active
MER-00029,Hearthside Grocers #4 LLC,Hearthside Grocers #4,5411,"Grocery Stores, Supermarkets",US,Denver,CO,America/Denver,in_store,https://www.hearthsidegrocers4.example,(888) 555-0124,ACQ-07,Nimbus Digital Acquiring,910936675310818,false,,2019-05-01,active
MER-00030,Fieldstone Foods #40 LLC,Fieldstone Foods #40,5411,"Grocery Stores, Supermarkets",US,Denver,CO,America/Denver,in_store,https://www.fieldstonefoods40.example,(888) 555-0101,ACQ-04,Keystone Card Acquiring,796816907470594,false,,2019-05-01,active
MER-00031,Greenbasket Market #6 LLC,Greenbasket Market #6,5411,"Grocery Stores, Supermarkets",US,Los Angeles,CA,America/Los_Angeles,in_store,https://www.greenbasketmarket6.example,(888) 555-0115,ACQ-02,Pinecrest Payments,237585524510249,false,,2019-05-01,active
MER-00032,Hearthside Grocers #11 LLC,Hearthside Grocers #11,5411,"Grocery Stores, Supermarkets",US,Los Angeles,CA,America/Los_Angeles,in_store,https://www.hearthsidegrocers11.example,(888) 555-0115,ACQ-03,Tapr Payment Facilitation,983546095363542,false,,2019-05-01,active
MER-00033,Fieldstone Foods #32 LLC,Fieldstone Foods #32,5411,"Grocery Stores, Supermarkets",US,Los Angeles,CA,America/Los_Angeles,in_store,https://www.fieldstonefoods32.example,(888) 555-0190,ACQ-03,Tapr Payment Facilitation,155237169686620,false,,2019-05-01,active
MER-00034,Greenbasket Market #29 LLC,Greenbasket Market #29,5411,"Grocery Stores, Supermarkets",US,Seattle,WA,America/Los_Angeles,in_store,https://www.greenbasketmarket29.example,(888) 555-0102,ACQ-04,Keystone Card Acquiring,818956773345746,false,,2019-05-01,active
MER-00035,Hearthside Grocers #29 LLC,Hearthside Grocers #29,5411,"Grocery Stores, Supermarkets",US,Seattle,WA,America/Los_Angeles,in_store,https://www.hearthsidegrocers29.example,(888) 555-0119,ACQ-04,Keystone Card Acquiring,641060406709386,false,,2019-05-01,active
MER-00036,Fieldstone Foods #38 LLC,Fieldstone Foods #38,5411,"Grocery Stores, Supermarkets",US,Seattle,WA,America/Los_Angeles,in_store,https://www.fieldstonefoods38.example,(888) 555-0114,ACQ-06,Summit Commerce Bank,269413504613056,false,,2019-05-01,active
MER-00037,Copper Kettle Bistro LLC,Copper Kettle Bistro,5812,"Eating Places, Restaurants",US,Columbus,OH,America/New_York,in_store,https://www.copperkettlebistro.example,(888) 555-0110,ACQ-06,Summit Commerce Bank,364340009113511,false,,2019-05-01,active
MER-00038,Lantern Row Kitchen LLC,Lantern Row Kitchen,5812,"Eating Places, Restaurants",US,Columbus,OH,America/New_York,in_store,https://www.lanternrowkitchen.example,(888) 555-0145,ACQ-07,Nimbus Digital Acquiring,781617455672515,false,,2019-05-01,active
MER-00039,Saltbox Diner LLC,Saltbox Diner,5812,"Eating Places, Restaurants",US,Columbus,OH,America/New_York,in_store,https://www.saltboxdiner.example,(888) 555-0119,ACQ-02,Pinecrest Payments,904325975746731,false,,2019-05-01,active
MER-00040,Copper Kettle Bistro LLC,Copper Kettle Bistro,5812,"Eating Places, Restaurants",US,Westerville,OH,America/New_York,in_store,https://www.copperkettlebistro.example,(888) 555-0154,ACQ-05,Atlantica Global Acquiring,707266878320934,false,,2019-05-01,active
MER-00041,Lantern Row Kitchen LLC,Lantern Row Kitchen,5812,"Eating Places, Restaurants",US,Westerville,OH,America/New_York,in_store,https://www.lanternrowkitchen.example,(888) 555-0183,ACQ-04,Keystone Card Acquiring,224672668239665,false,,2019-05-01,active
MER-00042,Saltbox Diner LLC,Saltbox Diner,5812,"Eating Places, Restaurants",US,Westerville,OH,America/New_York,in_store,https://www.saltboxdiner.example,(888) 555-0115,ACQ-05,Atlantica Global Acquiring,272377496307471,false,,2019-05-01,active
MER-00043,Copper Kettle Bistro LLC,Copper Kettle Bistro,5812,"Eating Places, Restaurants",US,Cleveland,OH,America/New_York,in_store,https://www.copperkettlebistro.example,(888) 555-0149,ACQ-01,Harborstone Merchant Services,397342996978848,false,,2019-05-01,active
MER-00044,Lantern Row Kitchen LLC,Lantern Row Kitchen,5812,"Eating Places, Restaurants",US,Cleveland,OH,America/New_York,in_store,https://www.lanternrowkitchen.example,(888) 555-0170,ACQ-05,Atlantica Global Acquiring,201621398642344,false,,2019-05-01,active
MER-00045,Saltbox Diner LLC,Saltbox Diner,5812,"Eating Places, Restaurants",US,Cleveland,OH,America/New_York,in_store,https://www.saltboxdiner.example,(888) 555-0171,ACQ-04,Keystone Card Acquiring,695513846150397,false,,2019-05-01,active
MER-00046,Copper Kettle Bistro LLC,Copper Kettle Bistro,5812,"Eating Places, Restaurants",US,Pittsburgh,PA,America/New_York,in_store,https://www.copperkettlebistro.example,(888) 555-0186,ACQ-04,Keystone Card Acquiring,690226406959285,false,,2019-05-01,active
MER-00047,Lantern Row Kitchen LLC,Lantern Row Kitchen,5812,"Eating Places, Restaurants",US,Pittsburgh,PA,America/New_York,in_store,https://www.lanternrowkitchen.example,(888) 555-0114,ACQ-01,Harborstone Merchant Services,580270263103832,false,,2019-05-01,active
MER-00048,Saltbox Diner LLC,Saltbox Diner,5812,"Eating Places, Restaurants",US,Pittsburgh,PA,America/New_York,in_store,https://www.saltboxdiner.example,(888) 555-0134,ACQ-03,Tapr Payment Facilitation,239106999859724,false,,2019-05-01,active
MER-00049,Copper Kettle Bistro LLC,Copper Kettle Bistro,5812,"Eating Places, Restaurants",US,Boston,MA,America/New_York,in_store,https://www.copperkettlebistro.example,(888) 555-0191,ACQ-08,Ironbridge Processing,756778997816819,false,,2019-05-01,active
MER-00050,Lantern Row Kitchen LLC,Lantern Row Kitchen,5812,"Eating Places, Restaurants",US,Boston,MA,America/New_York,in_store,https://www.lanternrowkitchen.example,(888) 555-0165,ACQ-06,Summit Commerce Bank,762179503266393,false,,2019-05-01,active
MER-00051,Saltbox Diner LLC,Saltbox Diner,5812,"Eating Places, Restaurants",US,Boston,MA,America/New_York,in_store,https://www.saltboxdiner.example,(888) 555-0128,ACQ-02,Pinecrest Payments,379359427436495,false,,2019-05-01,active
MER-00052,Copper Kettle Bistro LLC,Copper Kettle Bistro,5812,"Eating Places, Restaurants",US,Brooklyn,NY,America/New_York,in_store,https://www.copperkettlebistro.example,(888) 555-0134,ACQ-05,Atlantica Global Acquiring,707450443206120,false,,2019-05-01,active
MER-00053,Lantern Row Kitchen LLC,Lantern Row Kitchen,5812,"Eating Places, Restaurants",US,Brooklyn,NY,America/New_York,in_store,https://www.lanternrowkitchen.example,(888) 555-0127,ACQ-08,Ironbridge Processing,604007207513741,false,,2019-05-01,active
MER-00054,Saltbox Diner LLC,Saltbox Diner,5812,"Eating Places, Restaurants",US,Brooklyn,NY,America/New_York,in_store,https://www.saltboxdiner.example,(888) 555-0164,ACQ-05,Atlantica Global Acquiring,556820785429247,false,,2019-05-01,active
MER-00055,Copper Kettle Bistro LLC,Copper Kettle Bistro,5812,"Eating Places, Restaurants",US,Jersey City,NJ,America/New_York,in_store,https://www.copperkettlebistro.example,(888) 555-0135,ACQ-03,Tapr Payment Facilitation,566753760838611,false,,2019-05-01,active
MER-00056,Lantern Row Kitchen LLC,Lantern Row Kitchen,5812,"Eating Places, Restaurants",US,Jersey City,NJ,America/New_York,in_store,https://www.lanternrowkitchen.example,(888) 555-0110,ACQ-02,Pinecrest Payments,985630235200401,false,,2019-05-01,active
MER-00057,Saltbox Diner LLC,Saltbox Diner,5812,"Eating Places, Restaurants",US,Jersey City,NJ,America/New_York,in_store,https://www.saltboxdiner.example,(888) 555-0112,ACQ-05,Atlantica Global Acquiring,853569891737916,false,,2019-05-01,active
MER-00058,Copper Kettle Bistro LLC,Copper Kettle Bistro,5812,"Eating Places, Restaurants",US,Chicago,IL,America/Chicago,in_store,https://www.copperkettlebistro.example,(888) 555-0175,ACQ-06,Summit Commerce Bank,164294615907718,false,,2019-05-01,active
MER-00059,Lantern Row Kitchen LLC,Lantern Row Kitchen,5812,"Eating Places, Restaurants",US,Chicago,IL,America/Chicago,in_store,https://www.lanternrowkitchen.example,(888) 555-0120,ACQ-06,Summit Commerce Bank,546205512506795,false,,2019-05-01,active
MER-00060,Saltbox Diner LLC,Saltbox Diner,5812,"Eating Places, Restaurants",US,Chicago,IL,America/Chicago,in_store,https://www.saltboxdiner.example,(888) 555-0102,ACQ-08,Ironbridge Processing,472023141928132,false,,2019-05-01,active
MER-00061,Copper Kettle Bistro LLC,Copper Kettle Bistro,5812,"Eating Places, Restaurants",US,Austin,TX,America/Chicago,in_store,https://www.copperkettlebistro.example,(888) 555-0162,ACQ-05,Atlantica Global Acquiring,737672625627800,false,,2019-05-01,active
MER-00062,Lantern Row Kitchen LLC,Lantern Row Kitchen,5812,"Eating Places, Restaurants",US,Austin,TX,America/Chicago,in_store,https://www.lanternrowkitchen.example,(888) 555-0133,ACQ-03,Tapr Payment Facilitation,125240658044614,false,,2019-05-01,active
MER-00063,Saltbox Diner LLC,Saltbox Diner,5812,"Eating Places, Restaurants",US,Austin,TX,America/Chicago,in_store,https://www.saltboxdiner.example,(888) 555-0119,ACQ-04,Keystone Card Acquiring,781026448804666,false,,2019-05-01,active
MER-00064,Copper Kettle Bistro LLC,Copper Kettle Bistro,5812,"Eating Places, Restaurants",US,Denver,CO,America/Denver,in_store,https://www.copperkettlebistro.example,(888) 555-0169,ACQ-01,Harborstone Merchant Services,240729682286577,false,,2019-05-01,active
MER-00065,Lantern Row Kitchen LLC,Lantern Row Kitchen,5812,"Eating Places, Restaurants",US,Denver,CO,America/Denver,in_store,https://www.lanternrowkitchen.example,(888) 555-0105,ACQ-02,Pinecrest Payments,615750807783475,false,,2019-05-01,active
MER-00066,Saltbox Diner LLC,Saltbox Diner,5812,"Eating Places, Restaurants",US,Denver,CO,America/Denver,in_store,https://www.saltboxdiner.example,(888) 555-0148,ACQ-05,Atlantica Global Acquiring,645449464517964,false,,2019-05-01,active
MER-00067,Copper Kettle Bistro LLC,Copper Kettle Bistro,5812,"Eating Places, Restaurants",US,Los Angeles,CA,America/Los_Angeles,in_store,https://www.copperkettlebistro.example,(888) 555-0113,ACQ-02,Pinecrest Payments,486036519572414,false,,2019-05-01,active
MER-00068,Lantern Row Kitchen LLC,Lantern Row Kitchen,5812,"Eating Places, Restaurants",US,Los Angeles,CA,America/Los_Angeles,in_store,https://www.lanternrowkitchen.example,(888) 555-0190,ACQ-06,Summit Commerce Bank,586341409349369,false,,2019-05-01,active
MER-00069,Saltbox Diner LLC,Saltbox Diner,5812,"Eating Places, Restaurants",US,Los Angeles,CA,America/Los_Angeles,in_store,https://www.saltboxdiner.example,(888) 555-0183,ACQ-08,Ironbridge Processing,309832656743441,false,,2019-05-01,active
MER-00070,Copper Kettle Bistro LLC,Copper Kettle Bistro,5812,"Eating Places, Restaurants",US,Seattle,WA,America/Los_Angeles,in_store,https://www.copperkettlebistro.example,(888) 555-0144,ACQ-04,Keystone Card Acquiring,388707295102672,false,,2019-05-01,active
MER-00071,Lantern Row Kitchen LLC,Lantern Row Kitchen,5812,"Eating Places, Restaurants",US,Seattle,WA,America/Los_Angeles,in_store,https://www.lanternrowkitchen.example,(888) 555-0118,ACQ-07,Nimbus Digital Acquiring,883301841025336,false,,2019-05-01,active
MER-00072,Saltbox Diner LLC,Saltbox Diner,5812,"Eating Places, Restaurants",US,Seattle,WA,America/Los_Angeles,in_store,https://www.saltboxdiner.example,(888) 555-0135,ACQ-07,Nimbus Digital Acquiring,944424298282930,false,,2019-05-01,active
MER-00073,Brisk Burger LLC,Brisk Burger,5814,Fast Food Restaurants,US,Columbus,OH,America/New_York,in_store,https://www.briskburger.example,(888) 555-0174,ACQ-08,Ironbridge Processing,339546416439470,false,,2019-05-01,active
MER-00074,Tacoloco Express LLC,Tacoloco Express,5814,Fast Food Restaurants,US,Columbus,OH,America/New_York,in_store,https://www.tacolocoexpress.example,(888) 555-0167,ACQ-03,Tapr Payment Facilitation,183624556711658,false,,2019-05-01,active
MER-00075,Brisk Burger LLC,Brisk Burger,5814,Fast Food Restaurants,US,Westerville,OH,America/New_York,in_store,https://www.briskburger.example,(888) 555-0110,ACQ-08,Ironbridge Processing,171601076873869,false,,2019-05-01,active
MER-00076,Tacoloco Express LLC,Tacoloco Express,5814,Fast Food Restaurants,US,Westerville,OH,America/New_York,in_store,https://www.tacolocoexpress.example,(888) 555-0192,ACQ-02,Pinecrest Payments,288507992044415,false,,2019-05-01,active
MER-00077,Brisk Burger LLC,Brisk Burger,5814,Fast Food Restaurants,US,Cleveland,OH,America/New_York,in_store,https://www.briskburger.example,(888) 555-0186,ACQ-01,Harborstone Merchant Services,970401639198870,false,,2019-05-01,active
MER-00078,Tacoloco Express LLC,Tacoloco Express,5814,Fast Food Restaurants,US,Cleveland,OH,America/New_York,in_store,https://www.tacolocoexpress.example,(888) 555-0115,ACQ-07,Nimbus Digital Acquiring,205701166840771,false,,2019-05-01,active
MER-00079,Brisk Burger LLC,Brisk Burger,5814,Fast Food Restaurants,US,Pittsburgh,PA,America/New_York,in_store,https://www.briskburger.example,(888) 555-0109,ACQ-03,Tapr Payment Facilitation,810300851840381,false,,2019-05-01,active
MER-00080,Tacoloco Express LLC,Tacoloco Express,5814,Fast Food Restaurants,US,Pittsburgh,PA,America/New_York,in_store,https://www.tacolocoexpress.example,(888) 555-0199,ACQ-02,Pinecrest Payments,383795543526946,false,,2019-05-01,active
MER-00081,Brisk Burger LLC,Brisk Burger,5814,Fast Food Restaurants,US,Boston,MA,America/New_York,in_store,https://www.briskburger.example,(888) 555-0181,ACQ-01,Harborstone Merchant Services,355487770662652,false,,2019-05-01,active
MER-00082,Tacoloco Express LLC,Tacoloco Express,5814,Fast Food Restaurants,US,Boston,MA,America/New_York,in_store,https://www.tacolocoexpress.example,(888) 555-0187,ACQ-01,Harborstone Merchant Services,167275847950062,false,,2019-05-01,active
MER-00083,Brisk Burger LLC,Brisk Burger,5814,Fast Food Restaurants,US,Brooklyn,NY,America/New_York,in_store,https://www.briskburger.example,(888) 555-0118,ACQ-08,Ironbridge Processing,390230039288587,false,,2019-05-01,active
MER-00084,Tacoloco Express LLC,Tacoloco Express,5814,Fast Food Restaurants,US,Brooklyn,NY,America/New_York,in_store,https://www.tacolocoexpress.example,(888) 555-0100,ACQ-05,Atlantica Global Acquiring,788500592033889,false,,2019-05-01,active
MER-00085,Brisk Burger LLC,Brisk Burger,5814,Fast Food Restaurants,US,Jersey City,NJ,America/New_York,in_store,https://www.briskburger.example,(888) 555-0121,ACQ-04,Keystone Card Acquiring,662123321442334,false,,2019-05-01,active
MER-00086,Tacoloco Express LLC,Tacoloco Express,5814,Fast Food Restaurants,US,Jersey City,NJ,America/New_York,in_store,https://www.tacolocoexpress.example,(888) 555-0137,ACQ-03,Tapr Payment Facilitation,357581639903090,false,,2019-05-01,active
MER-00087,Brisk Burger LLC,Brisk Burger,5814,Fast Food Restaurants,US,Chicago,IL,America/Chicago,in_store,https://www.briskburger.example,(888) 555-0171,ACQ-08,Ironbridge Processing,613430565366344,false,,2019-05-01,active
MER-00088,Tacoloco Express LLC,Tacoloco Express,5814,Fast Food Restaurants,US,Chicago,IL,America/Chicago,in_store,https://www.tacolocoexpress.example,(888) 555-0169,ACQ-08,Ironbridge Processing,382004402116634,false,,2019-05-01,active
MER-00089,Brisk Burger LLC,Brisk Burger,5814,Fast Food Restaurants,US,Austin,TX,America/Chicago,in_store,https://www.briskburger.example,(888) 555-0178,ACQ-08,Ironbridge Processing,671191101718567,false,,2019-05-01,active
MER-00090,Tacoloco Express LLC,Tacoloco Express,5814,Fast Food Restaurants,US,Austin,TX,America/Chicago,in_store,https://www.tacolocoexpress.example,(888) 555-0107,ACQ-02,Pinecrest Payments,459556436669222,false,,2019-05-01,active
MER-00091,Brisk Burger LLC,Brisk Burger,5814,Fast Food Restaurants,US,Denver,CO,America/Denver,in_store,https://www.briskburger.example,(888) 555-0118,ACQ-04,Keystone Card Acquiring,472167883812816,false,,2019-05-01,active
MER-00092,Tacoloco Express LLC,Tacoloco Express,5814,Fast Food Restaurants,US,Denver,CO,America/Denver,in_store,https://www.tacolocoexpress.example,(888) 555-0171,ACQ-04,Keystone Card Acquiring,248786433932620,false,,2019-05-01,active
MER-00093,Brisk Burger LLC,Brisk Burger,5814,Fast Food Restaurants,US,Los Angeles,CA,America/Los_Angeles,in_store,https://www.briskburger.example,(888) 555-0179,ACQ-03,Tapr Payment Facilitation,730031279741697,false,,2019-05-01,active
MER-00094,Tacoloco Express LLC,Tacoloco Express,5814,Fast Food Restaurants,US,Los Angeles,CA,America/Los_Angeles,in_store,https://www.tacolocoexpress.example,(888) 555-0149,ACQ-01,Harborstone Merchant Services,943333974716686,false,,2019-05-01,active
MER-00095,Brisk Burger LLC,Brisk Burger,5814,Fast Food Restaurants,US,Seattle,WA,America/Los_Angeles,in_store,https://www.briskburger.example,(888) 555-0155,ACQ-08,Ironbridge Processing,401659730519152,false,,2019-05-01,active
MER-00096,Tacoloco Express LLC,Tacoloco Express,5814,Fast Food Restaurants,US,Seattle,WA,America/Los_Angeles,in_store,https://www.tacolocoexpress.example,(888) 555-0189,ACQ-05,Atlantica Global Acquiring,695428934649895,false,,2019-05-01,active
MER-00097,Pinegrove Fuel #12 LLC,Pinegrove Fuel #12,5542,Automated Fuel Dispensers,US,Columbus,OH,America/New_York,in_store,https://www.pinegrovefuel12.example,(888) 555-0153,ACQ-05,Atlantica Global Acquiring,266291304212431,false,,2019-05-01,active
MER-00098,Northstar Gas #15 LLC,Northstar Gas #15,5542,Automated Fuel Dispensers,US,Columbus,OH,America/New_York,in_store,https://www.northstargas15.example,(888) 555-0162,ACQ-08,Ironbridge Processing,202237251903059,false,,2019-05-01,active
MER-00099,Pinegrove Fuel #13 LLC,Pinegrove Fuel #13,5542,Automated Fuel Dispensers,US,Westerville,OH,America/New_York,in_store,https://www.pinegrovefuel13.example,(888) 555-0164,ACQ-05,Atlantica Global Acquiring,771330497262656,false,,2019-05-01,active
MER-00100,Northstar Gas #4 LLC,Northstar Gas #4,5542,Automated Fuel Dispensers,US,Westerville,OH,America/New_York,in_store,https://www.northstargas4.example,(888) 555-0125,ACQ-04,Keystone Card Acquiring,741747665361515,false,,2019-05-01,active
MER-00101,Pinegrove Fuel #25 LLC,Pinegrove Fuel #25,5542,Automated Fuel Dispensers,US,Cleveland,OH,America/New_York,in_store,https://www.pinegrovefuel25.example,(888) 555-0177,ACQ-01,Harborstone Merchant Services,431478836919631,false,,2019-05-01,active
MER-00102,Northstar Gas #27 LLC,Northstar Gas #27,5542,Automated Fuel Dispensers,US,Cleveland,OH,America/New_York,in_store,https://www.northstargas27.example,(888) 555-0116,ACQ-08,Ironbridge Processing,209990288838896,false,,2019-05-01,active
MER-00103,Pinegrove Fuel #7 LLC,Pinegrove Fuel #7,5542,Automated Fuel Dispensers,US,Pittsburgh,PA,America/New_York,in_store,https://www.pinegrovefuel7.example,(888) 555-0111,ACQ-08,Ironbridge Processing,627525349773509,false,,2019-05-01,active
MER-00104,Northstar Gas #23 LLC,Northstar Gas #23,5542,Automated Fuel Dispensers,US,Pittsburgh,PA,America/New_York,in_store,https://www.northstargas23.example,(888) 555-0173,ACQ-01,Harborstone Merchant Services,137593923375895,false,,2019-05-01,active
MER-00105,Pinegrove Fuel #19 LLC,Pinegrove Fuel #19,5542,Automated Fuel Dispensers,US,Boston,MA,America/New_York,in_store,https://www.pinegrovefuel19.example,(888) 555-0138,ACQ-06,Summit Commerce Bank,649136371123489,false,,2019-05-01,active
MER-00106,Northstar Gas #19 LLC,Northstar Gas #19,5542,Automated Fuel Dispensers,US,Boston,MA,America/New_York,in_store,https://www.northstargas19.example,(888) 555-0126,ACQ-07,Nimbus Digital Acquiring,592946847822955,false,,2019-05-01,active
